"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Nez Perce Camp","662	","Montana","SNOTEL","Ravalli","5650","45.73107","-114.48075","170102050204	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","76","5","1","Lowest",,,"1.28","0","0","12","2019, 2020, 2021, more","2011","18"
"Nicks Valley","1279	","Alaska","SNOLITE","Valdez-Cordova","4280","61.16371","-145.64092","190201040202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","96",,,"93","93","81","67","62","-7","25","4","2","2nd Lowest",,,"103.4","103","91","122","2017","2018","5"
"Niwot","663	","Colorado","SNOTEL","Boulder","9910","40.03523","-105.54426","101900050401	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","11",,,"128","367","19","19","20","8","67","6","11",,,,"8.63","3","0","33","2012, 2018, 2020","2011","16"
"Noisy Basin","664	","Montana","SNOTEL","Flathead","6040","48.15678","-113.94637","170102080208	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","59",,,"93","96","56","46","49","-2.5","48","13","12",,,,"63.63","61.5","23","146","2005","2011","24"
"Nome WSO Airport","6496	","Alaska","ACIS","Nome","10","64.5","-165.43333","190501042007	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.23","0","0","4","2017, 2018, 2019, more","1932, 1939, 1967","90"
"North Costilla","665	","New Mexico","SNOTEL","Taos","10600","36.99378","-105.25963","130201010101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","76","5","1","Lowest",,,"0.56","0","0","5","2019, 2020, 2021, more","2009","18"
"North Fork","666	","Oregon","SNOTEL","Multnomah","3060","45.5505","-122.00283","170800010503	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","58","9","1","Lowest",,,"9.9","0","0","93","2019, 2020, 2021, more","2008","20"
"North Fork Jocko","667	","Montana","SNOTEL","Missoula","6330","47.2726","-113.75617","170102120702	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","54",,,"105","106","50","45","46","3","53","10","11",,,,"51.55","51","14","112","2015","2011","20"
"North French Creek","668	","Wyoming","SNOTEL","Carbon","10130","41.3308","-106.37555","101800020502	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","28",,,"49","57","30","24","25","-21.5","18","15","3",,,,"56.94","49.5","0","149","2012","2007","18"
"North Lost Trail","669	","Colorado","SNOTEL","Gunnison","9200","39.07813","-107.14389","140100040703	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"2.8","0","0","23","2017, 2018, 2020, more","2011","15"
"North Rapid Creek","920	","South Dakota","SNOTEL","Lawrence","6130","44.20617","-103.78758","101201100101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","17"
"Northeast Entrance","670	","Montana","SNOTEL","Yellowstone National Park","7350","45.00565","-110.01406","100700010602	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","17"
"Nostetuko River","3A22P	","British Columbia","Cooperator Snow Sensors","	","4780","51.23333","-124.45","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","3",,,"195",,"5","7","8","3","83","3","10",,,,"1.54","0","0","9","2017, 2018, 2020, more","2011","13"
"Nuka Glacier","1037	","Alaska","SNOTEL","Kenai Peninsula","1250","59.69867","-150.70967","190203011101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","50",,,"204","1,000","39","43","61","45","81","4","14",,,,"24.47","5","0","90","2016, 2019, 2020, more","2012","17"
"Nutrioso","1127	","Arizona","SNOTEL","Apache","8500","33.89747","-109.15517","150400040301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","12"
"ONeil Creek","1272	","Nevada","SNOTEL","Elko","6520","41.8642","-115.08316","170402130106	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021","2019, 2020, 2021","3"
"Oak Creek","1146	","Utah","SNOTEL","Millard","7850","39.3485","-112.32639","160300051505	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","10"
"Ochoco Meadows","671	","Oregon","SNOTEL","Crook","5430","44.42917","-120.3311","170703050201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","14"
"Olallie Meadows","672	","Washington","SNOTEL","King","4030","47.37406","-121.44213","171100100301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","84",,,"137","131","54","64","62","20","81","4","14",,,,"61.12","64","0","115","2005, 2015","2008","17"
"Old Battle","673	","Wyoming","SNOTEL","Carbon","10000","41.15397","-106.96937","101800020901	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","41",,,"63","67","44","33","36","-20","19","14","4",,,,"64.71","61","23","132","2012","2011","17"
"Onion Park","1008	","Montana","SNOTEL","Meagher","7410","46.91348","-110.8536","100301030801	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","17",,,"126","179","38","29","29","7.5","74","6","14",,,,"13.45","9.5","0","43","2013, 2017, 2018","2011","20"
"Overland Res.","675	","Colorado","SNOTEL","Delta","9840","39.09056","-107.63472","140200040101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","71","5","1","Lowest",,,"1.8","0","0","17","2018, 2020, 2021, more","2019","15"
"Owl Creek","676	","Wyoming","SNOTEL","Hot Springs","8975","43.65868","-109.00988","100800070103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","71","6","1","Lowest",,,"1.83","0","0","11","2018, 2020, 2021, more","2019","18"
"Oxford Spring","677	","Idaho","SNOTEL","Oneida","6740","42.26015","-112.12515","160102040206	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","10"
"Palo","1170	","New Mexico","SNOTEL","Taos","9350","36.40848","-105.33063","130201010601	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","11"
"Panguitch Lake RS","1148	","Utah","SNOTEL","Garfield","8350","37.70463","-112.65037","160300010402	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","7"
"Paradise","679	","Washington","SNOTEL","Pierce","5130","46.78265","-121.74765","171100150104	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","119",,,"113","103","56","68","66","4","57","7","9",,,,"105.2","115","2","176","2015","2011","15"
"Pargon Creek","986	","Alaska","SNOTEL","Nome","100","64.9935","-163.10317","190501040905	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.69","0","0","9","2018, 2019, 2020, more","2001","13"
"Park Cone","680	","Colorado","SNOTEL","Gunnison","9600","38.81996","-106.58974","140200010107	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"300",,"2","1","2","1","100","1","13","Highest",,,"0.33","0","0","1","2017, 2018, 2020, more","2011, 2019, 2021, more","18"
"Park Creek Ridge","681	","Washington","SNOTEL","Chelan","4600","48.44488","-120.91551","170200090106	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","19",,,"104","190","13","17","17","9","60","9","13",,,,"18.24","10","0","60","2016, 2019, 2020, more","2011","21"
"Park Mountain","1F03P	","British Columbia","Cooperator Snow Sensors","	","6093","50.43333","-118.61667","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","32",,,"69","72","37","32","32","-12.5","13","14","3",,,,"46.56","44.5","0","87","2010","2011","16"
"Park Reservoir","682	","Colorado","SNOTEL","Delta","9960","39.04644","-107.87414","140200050111	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"4","4","1","1","1","-22.5","14","19","4",,,,"26.05","23.5","0","80","2002, 2012, 2018","2019","22"
"Parkdale 3.5 NE","ORHR0002	","Oregon","ACIS","Hood River","1570","45.5583","-121.5528","170701050506	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,,,,,,,"0"
"Parker Peak","683	","Wyoming","SNOTEL","Park","9400","44.73396","-109.91484","100700010502	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","29",,,"78","95","37","35","38","-1.5","43","13","10",,,,"37.23","30.5","0","129","2007","2011","22"
"Parleys Summit","684	","Utah","SNOTEL","Summit","7585","40.76184","-111.62917","160201020103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","94","2","1","Lowest",,,"0.74","0","0","14","2019, 2020, 2021, more","2011","19"
"Parleys Upper","856	","Utah","SNOTEL","Salt Lake","8353","40.70194","-111.60619","160202040302	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2020","2020","1"
"Parrish Creek","971	","Utah","SNOTEL","Davis","7740","40.93417","-111.81372","160201020501	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","76","6","1","Lowest",,,"7.05","0","0","76","2018, 2020, 2021, more","2011","22"
"Patton Meadows AM","1241	","Oregon","SNOLITE","Lake","6780","42.24522","-120.60527","180200010208	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"800",,"2","2","3","1","100","1","8","Highest",,,"0.13","0","0","1","2018, 2019, 2020, more","2021","8"
"Payson R.S.","686	","Utah","SNOTEL","Utah","8044","39.92976","-111.63109","160202020601	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","23"
"Peavine Ridge","687	","Oregon","SNOTEL","Clackamas","3420","45.04148","-121.93252","170900110306	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.78","0","0","14","2018, 2019, 2020, more","2008","18"
"Pepper Creek","1104	","Washington","SNOTEL","Skamania","2140","46.10242","-121.95555","170800020111	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","14"
"Peterson Meadows","930	","Montana","SNOTEL","Granite","7200","46.12588","-113.30792","170102020101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-1.5","41","11","1","Lowest",,,"8.83","1.5","0","36","2019, 2020, 2021, more","2011","18"
"Phantom Valley","688	","Colorado","SNOTEL","Grand","9030","40.39937","-105.84757","140100010302	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","93","2","1","Lowest",,,"1.5","0","0","24","2019, 2020, 2021, more","2011","16"
"Phillips Bench","689	","Wyoming","SNOTEL","Teton","8200","43.51687","-110.91258","170401030504	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-21","6","18","1","Lowest",,,"22.95","21","0","77","2007, 2021","2011","19"
"Pickfoot Creek","690	","Montana","SNOTEL","Meagher","6650","46.57978","-111.26832","100301030501	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","88","3","1","Lowest",,,"0.94","0","0","14","2019, 2020, 2021, more","2011","17"
"Pickle Keg","691	","Utah","SNOTEL","Sevier","9020","39.01219","-111.58259","160300030402	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"2.94","0","0","24","2017, 2018, 2020, more","2011, 2019","17"
"Pierce R.S.","1142	","Idaho","SNOTEL","Clearwater","3080","46.49597","-115.7957","170603060401	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"1,200",,"2","3","3","1","100","1","12","Highest",,,"0.08","0","0","1","2018, 2019, 2020, more","2021","12"
"Pigtail Peak","692	","Washington","SNOTEL","Yakima","5800","46.62153","-121.38643","170300020301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","66",,,"83","80","42","45","46","-16","33","17","9",,,,"79.96","82","0","147","2015","2011","25"
"Pike Creek","693	","Montana","SNOTEL","Pondera","5930","48.30305","-113.32868","100302010103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","79","5","1","Lowest",,,"6.5","0","0","56","2019, 2020, 2021, more","2008","20"
"Pine Creek","694	","Utah","SNOTEL","Millard","8734","38.88185","-112.24915","160300051307	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"6.27","0","0","39","2017, 2018, 2020, more","2011","15"
"Pine Creek Pass","695	","Idaho","SNOTEL","Teton","6720","43.56998","-111.21157","170402040101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","93","2","1","Lowest",,,"0.75","0","0","12","2019, 2020, 2021, more","2011","16"
"Pine Nut","2144	","Nevada","SCAN","Clark","6780","36.57285","-115.20422","150100150202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,,"0","0","0","100","1","1",,,,"0","0","0","0","2018, 2019, 2021, more","2018, 2019, 2021, more","9"
"Pine Pass","4A02P	","British Columbia","Cooperator Snow Sensors","	","4547","55.35","-122.63333","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","83",,,"160","202","54","70","74","42","100","1","7","Highest",,,"51.86","41","35","83","2016","2021","7"
"Pinedale","7260	","Wyoming","ACIS","Sublette","7180","42.86666","-109.86666","140401020103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.03","0","0","2","2018, 2019, 2020, more","1979","68"
"Pinto Rock","1263	","Washington","SNOTEL","Skamania","4440","46.32318","-121.94219","170800040405	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","24",,,"243",,"21","27","25","24","83","2","6","2nd Highest",,,"9.86","0","0","45","2018, 2019, 2020, more","2017","7"
"Placer Basin","696	","Montana","SNOTEL","Sweet Grass","8830","45.41905","-110.08844","100700020701	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","29",,,"85","91","41","39","40","-3","37","13","7",,,,"34.3","32","5","92","2006, 2007","2011","20"
"Pocket Creek","1133	","Wyoming","SNOTEL","Sublette","9360","42.7121","-109.4112","140401020505	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"13.5","4","0","51","2013, 2015, 2018, more","2011","8"
"Poison Flat","697	","California","SNOTEL","Alpine","7736","38.50576","-119.62624","160502010102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","85","4","1","Lowest",,,"0.57","0","0","5","2018, 2020, 2021, more","2019","21"
"Pole Canyon","1244	","Nevada","SNOTEL","Elko","7760","40.86293","-115.12067","160600071101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","7"
"Pole Creek R.S.","698	","Nevada","SNOTEL","Elko","8360","41.87255","-115.24713","170501021002	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"14.44","2.5","0","66","2014, 2015, 2018, more","2011","18"
"Poorman Creek","932	","Montana","SNOTEL","Lincoln","5100","48.12672","-115.62333","170101011301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","18",,,"77","106","19","17","17","1","55","11","13",,,,"23.39","17","0","90","2007, 2015, 2016, more","2011","23"
"Pope Ridge","699	","Washington","SNOTEL","Chelan","3590","47.9909","-120.56622","170200100204	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","91","3","1","Lowest",,,"0.09","0","0","1","2019, 2020, 2021, more","1999, 2001","23"
"Porcupine","700	","Montana","SNOTEL","Park","6500","46.11192","-110.4696","100700030303	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","89","3","1","Lowest",,,"0.53","0","0","7","2019, 2020, 2021, more","2007","19"
"Porphyry Creek","701	","Colorado","SNOTEL","Gunnison","10760","38.48884","-106.33965","140200030105	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","50","8","1","Lowest",,,"5.73","0","0","41","2018, 2020, 2021, more","2019","15"
"Port Graham","987	","Alaska","SNOTEL","Kenai Peninsula","300","59.35065","-151.84768","190203011208	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"25",,"2","3","3","1","94","2","18","2nd Highest",,,"4","0","0","75","2018, 2019, 2020, more","2006","19"
"Porter Canyon","2170	","Nevada","SNOTEL","Lander","7187","39.46544","-117.62069","160600020102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","12"
"Portland Intl AP","356751	","Oregon","ACIS","Multnomah","19","45.5958","-122.6092","170900120201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","76"
"Portland Troutdale AP","358634	","Oregon","ACIS","Multnomah","52","45.5511","-122.4089","170900120201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","51"
"Potato Hill","702	","Washington","SNOTEL","Yakima","4510","46.34963","-121.51435","170800040303	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","15",,,"68","100",,"15","15","0","50","8","8",,,,"22.07","15","0","78","2015, 2016, 2018, more","2011","15"
"Powder River Pass","703	","Wyoming","SNOTEL","Johnson","9480","44.16188","-107.12622","100800080304	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","4",,,"53",,"8","8","9","4","65","7","12",,,,"7.56","0","0","66","2017, 2018, 2020, more","2011","18"
"Prairie","704	","Idaho","SNOTEL","Elmore","4800","43.50513","-115.573","170501131103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"400",,"3","4","4","1","100","1","4","Highest",,,"0.25","0","0","1","2018, 2019, 2020","2021","4"
"Princeton A","6510	","British Columbia","ACIS","	","2834","49.5","-120.58333","170200070605	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","63"
"Promontory","705	","Arizona","SNOTEL","Coconino","7930","34.36824","-111.01084","150200080306	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","15"
"Prudhoe Bay","1177	","Alaska","SNOTEL","North Slope","30","70.26666","-148.56666","190604010102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","2",,,"30","50","18","10","10","-2","38","6","4",,,,"6.78","4","0","22","2015, 2016, 2019","2018","9"
"Pulpit Lake","4A09P	","British Columbia","Cooperator Snow Sensors","	","4367","57.53333","-126.73333","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2017, 2018, 2020, more","2017, 2018, 2020, more","5"
"Quartz Mountain","706	","Oregon","SNOTEL","Lake","5720","42.31923","-120.82533","180102020404	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","19"
"Quartz Peak","707	","Washington","SNOTEL","Spokane","4700","47.87927","-117.08938","170103080302	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","88","3","1","Lowest",,,"3.39","0","0","46","2019, 2020, 2021, more","2011","18"
"Quemazon","708	","New Mexico","SNOTEL","Los Alamos","9500","35.92244","-106.39203","130201011303	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.17","0","0","2","2018, 2019, 2020, more","2009","18"
"Quinn Ridge","1297	","Nevada","SNOLITE","Elko","6266","41.96219","-117.33968","16040201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0",,,"0",,"1","1",,,,"0","0","0","0","2021","2021","1"
